Police Station,Year,Type,Date,Time,Place,Latitude,Longitude
K G Nagar,2018,2 wheeler theft,16/10/2018,17:30 PM,"No-689,4th cross,kempegouda,layout,BSK 3rd stg, Bengluru-85,",12.555662,77.32589
K G Nagar,2018,2 wheeler theft,5/7/2018,8:30:00 AM,"Abhay I hospital,jana bajar,BSK 3rd stg, Bengluru-85,",12.555669,77.340287
Jayanagar,2015,2 wheeler theft,31/01/2015,4:10:00 PM,"Infront of Suresh's house, Disozanagar,, Hosakerehalli, BSk 3rd Stage, Bengaluru
City, Karnaka, 560085",12.555695,77.32052
K G Nagar,2018,2 wheeler theft,5/6/2018,10:30:00 AM,"No-112,9th cross,3rd block,T R nagara,BSK 3rd stg, Bengluru-85,",12.555727,77.340067
Jayanagar,2015,2 wheeler theft,16/02/2015,12:30:00 PM,"Infront of Pavan Bar & Restorent, Hosakerehalli Cross, Bengaluru City, Karnaka,
560085",12.555738,77.324323
K G Nagar,2018,2 wheeler theft,7/3/2018,15:00 PM,"No-269,4th cross,2nd main,gururaja layout,BSK 3rd stg, Bengluru-85,",12.555746,77.334764
K G Nagar,2017,2 wheeler theft,22/11/2017,10:30:00 AM,"No, 161, 4th cross, C.T. bed. T.R.nagar,BSK 3rd stg, Bengluru-85",12.555752,77.334953
K G Nagar,2018,2 wheeler theft,26/03/2018,8:00:00 AM,"No-190,mallamma bilding,3rd cross,T R Ngara,BSK 3rd stg, Bengluru-28.,",12.55579,77.334951
Thalaghtappura,2015,Assault,7/1/2015,,"SLN Bar and restaurant, Dwarakanagar, Hosakerehalli, Bengaluru City, Karnaka,
560085",12.555793,77.32918
Basavanagudi,2018,Robbery,17/04/2018,21:35PM,"No, 250, 3rd cross, C.T.bed. T.R.nagar",12.555802,77.334942
K G Nagar,2017,2 wheeler theft,8/12/2017,9:00:00 AM,"No, 53, 6th main, 11th cross, 3rd block, T.R.nagar",12.555811,77.334933
Banashankari,2016,Attempted Murder,30/11/2016,22:15:00,"No.864, 2nd Cross, Kalidasa Nagar, Hosakerehalli, Bengaluru City, Karnaka,
560085",12.555886,77.321119
Basavanagudi,2017,Chain Snatching,12/4/2017,,"OPP SOLLAPUREDAMMA TEMPLE HOSAKEREHALLI,BSK 3RD STAGE,B-85",12.555886,77.321119
Thalaghtappura,2016,Assault,5/12/2016,,"Near No.34, 1st Main, 2nd Cross, Dwarakanagar, Hosakerehalli, Bengaluru City,
Karnaka, 560085",12.555886,77.321119
K G Nagar,2018,2 wheeler theft,1/5/2018,4:30:00 PM,"No-25/30,1st B cross,vidyapeeta circle,T R Ngara,BSK 3rd stg, Bengluru-28,",12.555986,77.334341
Jayanagar,2015,2 wheeler theft,10/4/2015,10:30:00 AM,"Infront of No.864/1, 3rd Cross, 14th Main, Srinivasa Nagar, Bengaluru City,
Karnaka, 560050",12.5598,77.33049
C K Achuktu,2016,2 wheeler theft,17/01/2016,10:00:00 AM,"Infront of House No.537, 10th Main road,32nd cross, 4th Block, Jayanagara",12.560022,77.344577
Subramanyapura,2017,Assault,11/26/2017,,"NEAR AKASH
TUTORIALS, BEHIND
VIJAYA COLLAGE,, 11TH
MAIN, 4TH T.BLOCK,
JAYANAGARA, Bengaluru
City,",12.560022,77.344577
K G Nagar,2018,2 wheeler theft,6/2/2018,10:00:00 AM,"No-1,balaji HbC Layout,vidypeeta bsk3rd stage,bengalora-85",12.560038,77.223912
K S Layout,2016,4 Wheeler Theft,21/11/2016,20:30,"Vace Place, Near Siddartha Wine Store, D.G.Circle, Hosakerehalli, Bengaluru
City, Karnaka, 560085",12.560156,77.320937
Thalaghtappura,2015,Assault,23/06/2015,13:20:00,"New building corner road,, Chamundinagar, BSK 3rd stage, Bengaluru City,
Karnaka, 560085",12.5604,77.32377
K G Nagar,2018,2 wheeler theft,17/04/2018,1:30:00 PM,"Lakshmi venkeshvara,condiments,4th cross,vinayaka nagara,BSK 3rd stg, Bengluru-85,",12.56041,77.332998
K G Nagar,2018,2 wheeler theft,7/6/2018,19:00 PM,"No-5/16,vinayaka nagara,kreguppe,BSK 3rd stg, Bengluru-85,",12.560542,77.333067
Jayanagar,2017,2 wheeler theft,6/2/2017,6:40:00 PM,"OPP ACT COMPANY, NO.240/H, 2ND CROSS, 2ND D MAIN, GIRINAGARA 1ST
PHASE, Bengaluru City, Karnaka, 560085",12.560778,77.323335
V V Puram,2015,Assault,26/12/2015,17:50,"No-83, 4th Main, 2nd Cross, bsk 1st Stage, Srinivasa Nagara, Bengaluru City",12.5608,77.332
V V Puram,2015,Assault,08/10/2015,8:40,"New Construction Building, 8th Cross, 4th Main, Hanumantha Nagara, Bengaluru",12.5609,77.3321
V V Puram,2016,Assault,01/05/2016,16:15,"No:1048, 4th main, 8th Cross, Srinivasa Nagara, Bengaluru City,",12.5609,77.3321
Jayanagar,2017,2 wheeler theft,2/3/2017,9:00:00 PM,"Infront of No.827, 1st E Main, Near Sai Mandhir, Girinagar 2nd Phase, Bengaluru
City, Karnaka, 560085",12.560917,77.323158
Banashankari,2016,Attempted Murder,9/9/2016,9:50,"Near Megha Chs, 9th Main, Srinivasanagara, Bengaluru-50",12.561,77.3317
Jayanagar,2018,2 wheeler theft,10/9/2018,4:00:00 PM,"INFRONT OF NO 151, 4TH CROSS,, CHAMUNDESHWARINAGARA, BSK 3RD
STAGE, Bengaluru City, Karnaka, 560085",12.561062,77.322153
K G Nagar,2017,2 wheeler theft,26/02/2017,3:15:00 PM,"NO, 31, 4th cross, yallamma temple, BSK 3rd stg, Bengluru-85",12.56127336,77.93158689
K G Nagar,2017,2 wheeler theft,14/03/2017,11:50:00 AM,"No, 66, Near S.S.M. school, B.B.M.P. Office, T.R.naagr Bengluru-28",12.56127336,77.93158689
K S Layout,2016,2 wheeler theft,18/05/2016,10:00:00 AM,"Infornt of No, 709, 1st main, Manjunh colony, bsk 3rd stg, bengluru-85",12.56127336,77.93158689
K S Layout,2016,2 wheeler theft,5/12/2016,4:00:00 PM,"No, 524, Manjunh colony, Bsk 3rd stage, Bengaluru-85",12.56127336,77.93158689
K S Layout,2015,Ordinary Theft,23/01/2015,,"South end circle, Basavanagudi",12.561293,77.343747
V V Puram,2015,Assault,28/03/2015,21:30,"Panchamuki Ganaphi Tempel Oppt, In front of Anjaneya Tempel, Hanumanthanagar, Bengaluru City",12.5613,77.3317
Banashankari,2015,Attempted Murder,2/2/2015,17:00,"No.73, 4th Main Road, Srinivasa Nagara, BSK 1st Stage, Bengaluru-50",12.5614,77.3305
V V Puram,2015,Assault,03/06/2015,22:00,"No-154, 4th Cross, 4th Main, Srinivasanagar, Bengaluru City,",12.5614,77.3329
V V Puram,2016,Assault,06/07/2016,12:45,"NO-83, 4th Main, 2nd Cross, Srinivas Nagar, Bsk 1st Stage, Bengaluru City,",12.5614,77.3323
Thalaghtappura,2015,Assault,22/03/2015,3:15:00,"Bellow Madevappa's House, 12th main,, Bank Colony, BSK 3rd stage, Bengaluru
City, Karnaka, 560085",12.561419,77.33102
Girinagar,2019,2 wheeler theft,29/08/2019,,"opp house no-No-22/2, Palamma Temple street, Basavanagudi, Bengaluru",12.56156,77.341553
Jayanagar,2015,2 wheeler theft,11/3/2015,11:00:00 AM,"Infront of Old No.257/E, New No.4210, 2nd B Main, Girinagar 1st Phase, Bengaluru
City, Karnaka, 560085",12.561698,77.324911
Thalaghtappura,2015,Assault,13/04/2015,4:45:00,"Infront of Samartha Dhabha, 100Feet Ring road, BSK, 3rd sge,
Veerabhadranagar, Bengaluru City, Karnaka, 560085",12.5617,77.32131
V V Puram,2015,Assault,10/12/2015,15:35,"No. 83, 4th Main Road, 2nd Cross,BSK 1st Stage, Srinivasa Nagara, Bengaluru",12.5617,77.3315
K S Layout,2015,Ordinary Theft,21/02/2015,,"Palamma temple road, Basvanagudi",12.561757,77.344339
Jayanagar,2015,2 wheeler theft,3/7/2015,12:30:00 PM,"Infront of No.376, 12th Main, Srinivasanagara, Bengaluru City, Karnaka, 560050",12.561785,77.330879
K S Layout,2015,Ordinary Theft,23/02/2015,,"old Kanakapur road, Basavanagudi",12.56186,77.343899
Thalaghtappura,2015,Assault,22/03/2015,18:20:00,"KEB Junction, Sundaramahal Coutry road,, Girinagar, BSK 3rd stage, Bengaluru
City, Karnaka, 560085",12.561863,77.322169
V V Puram,2015,Assault,13/03/2015,16:30,"Fl No:301, 3rd Floor, P No:1377 Residency, 9th Main Bsk 1st Stage 2nd Block, Srinivasa Nagara, Bengaluru City, Karnaka, 560050",12.5619,77.3327
V V Puram,2015,Assault,29/05/2015,22:45,"No-1334,Anugrha,6th Cross,10th Main Road, Srinivasanagara, 2nd Stage,Bengaluru City",12.5619,77.3326
V V Puram,2015,Assault,11/07/2015,21:30,"Near 11th Main, Hanumanthanagar, Bengaluru City",12.5619,77.3412
Basavanagudi,2015,Chain Snatching,5/8/2015,,"Rezervrior street, Basavanagudi",12.56207,77.343549
Thalaghtappura,2015,Assault,16/02/2015,16:30:00,"Near House No.235, 6th cross, Kasthuriba colony,, Erannagudde, Girinagar,
Bengaluru City, Karnaka, 560085",12.562097,77.32755
Jayanagar,2018,2 wheeler theft,10/23/2018,7:15:00 PM,"IN FRONT OF NO 99. 4TH CROSS,, SBM COLONY,, Bengaluru City, Karnaka,
560085",12.5621,77.3304
K S Layout,2015,Ordinary Theft,26/02/2015,,"Nettakallappa circle, Basavanagudi",12.56216,77.341909
V V Puram,2015,Assault,20/07/2015,19:00,"Near 4th Cross, Ashoka Nagara, Bengaluru City",12.5622,77.3334
V V Puram,2016,Assault,04/03/2016,20:50,"No. 1097, 8th Cross,, BSK 1st Stage, 2nd Block,, Bengaluru City,",12.5623,77.3326
K S Layout,2015,Ordinary Theft,13/05/2015,,"Armugam circle, Basavanagudi,",12.562344,77.343973
Banashankari,2015,Robbery,12/6/2015,,"K R road, Basavanagudi",12.562385,77.342557
Jayanagar,2015,2 wheeler theft,15/04/2015,12:45:00 PM,"Infront of No.67, 2nd Cross, Sri Ranga Nagar, BSK 3rd Stage, Bengaluru City,
Karnaka, 560085",12.56239,77.32663
V V Puram,2015,Assault,27/04/2015,23:30,"In front of Mukambika Condiments, 12th Main,Raghavendra Block,Srinagar Bengaluru City",12.5624,77.3325
V V Puram,2015,Assault,27/04/2015,23:45,"In front of Mukambika Condiments, 12th Main, Raghavendra block, Srinagar, Bengaluru City",12.5624,77.3326
Basavanagudi,2015,Chain Snatching,24/01/2015,,"Nettakallappa circle, Basavanagudi",12.562499,77.342241
V V Puram,2015,Assault,29/05/2015,18:10,"No-175, Ramanjaneya Road, 10th Main, BSk 1st Stage, 2nd Block, Srinagar, Bengaluru City",12.5625,77.3259
Banashankari,2016,Attempted Murder,27/10/2016,13:30,"Near Kumarswamy Temple Park, Hanumantha Nagara, Bengaluru 50",12.5626,77.3327
V V Puram,2015,Assault,27/11/2015,9:00,"Indian Institute of mind dynamic, Near nirmala, store Bus stop, 50 feet road, Hanumantha nagara, Bengaluru City",12.5626,77.3334
Thalaghtappura,2015,Assault,5/3/2015,,"Near Raghavendra Swamy Temple, Double road, Infron, of Rice Traders,
Girinagar, Bengaluru City, Karnaka, 560085",12.562759,77.323189
Jayanagar,2016,2 wheeler theft,2/12/2016,12:15:00 PM,"Near Erannagudde Circle, Girinagar, Bengaluru City, Karnaka, 560085",12.562782,77.321944
V V Puram,2016,Assault,14/06/2016,17:30,"No. 818, Narmadha Road, 7th Cross,, Pipeline Road, Srinagara, Bengaluru City",12.5628,77.3323
K S Layout,2015,Ordinary Theft,1/2/2015,,"opp Renukamba temple, MNK park, Basavanagudi,",12.562855,77.343709
K S Layout,2015,Ordinary Theft,25/11/2015,,"BMTC bus stop, Basavanagudi",12.562881,77.344556
K S Layout,2016,Ordinary Theft,9/12/2016,,"Nettakallappa circle, Basavanagudi",12.562881,77.344556
K S Layout,2015,Ordinary Theft,3/2/2015,,"Yallamma temple, Kanakapur",12.56289,77.343644
Banashankari,2015,Attempted Murder,19/09/2015,18:30,"Near P E S College, Srinagara, Bengaluru-50",12.5629,77.3313
Banashankari,2019,Attempted Murder,4/2/2019,12:30,"Infornt of Airtel Offfice, Raghavendra Block, Srinagara, Bengaluru 50",12.5629,77.3454
V V Puram,2015,Assault,24/05/2015,3:15,"Shakthi Bar 50 Feet Road, Hanumantha Nagara, Bengaluru City",12.5629,77.3339
V V Puram,2015,Assault,28/12/2015,2:30,"Near Shakthi Bar, 50 Feet Road,, Hanumantha Nagara, Bengaluru City,",12.5629,77.3356
V V Puram,2015,Assault,21/08/2015,12:30,"10th Main, Near Kaggis Bakery, Hanumanthanagar, Bengaluru Cit",12.563,77.3351
Banashankari,2017,Attempted Murder,18/07/2017,18:30,"Infront Of Flower Decorers Near Ammas Bakery, 50 Feet Road, Srinagar. Bengaluru 50",12.5631,77.3315
V V Puram,2016,Assault,15/05/2016,10:30,"No. 107, Dr. Shivarama Karantha Road, 4th Cross, Hanumantha Nagara, Bengaluru City,",12.5632,77.3448
V V Puram,2015,Assault,16/12/2015,13:00,"Near Viajaya Bank, Hanumanthanagar, Bengaluru City, Karnaka, 560019",12.5633,77.3345
V V Puram,2016,Assault,25/06/2016,20:40,"Kalidasas Circle, Srinagara, Bengaluru City,",12.5633,77.3309
V V Puram,2016,Assault,29/08/2016,15:00,"Infront Of # No 571, 10th Main, 03rd Cross,, Hanumantha Nagar, Bengaluru City",12.5633,77.3337
Banashankari,2015,Chain Snatching,2/22/2015,11:50,"In Front of No:214/A, 2nd Cross Near Venkaramana, Temple Bsk 1st Stage,Bengaluru City, Karnaka, 560050",12.563386,77.331944
Jayanagar,2018,2 wheeler theft,11/3/2018,2:30:00 PM,"INFRONT OF GANESH JEWLERS, 17TH MAIN., MUNESHWAR BLOCK,
Bengaluru City, Karnaka, 560026",12.5634,77.3229
Puttenahalli,2017,Kidnap,28/03/2017,14:00,"Government pu college BP WADIYA ROAD, Basavanagudi , Bangalore.",12.563457,77.343049
Jayanagar,2018,2 wheeler theft,9/9/2018,2:30:00 PM,"NO 22, 2ND CROSS, 1ST MAIN,, VINOBHA COLONY, AVALHALLI, Bengaluru
City, Karnaka, 560026",12.5635,77.3246
V V Puram,2015,Assault,02/05/2015,14:15,"Near R V Tours & Travels Maruthi Circle, Hanumantha Nagara Pipe Line,Bengaluru City.",12.5635,77.333
V V Puram,2015,Assault,07/05/2015,12:00,"Near 4th Cross, 11th Main, Hanumanthanagar, Bengaluru City",12.5635,77.3339
V V Puram,2015,Assault,04/12/2015,10:30,"Chandra Shekar Azad Road, Gavipuram, Bengaluru City",12.5635,77.3355
V V Puram,2015,Assault,18/12/2015,15:20,"No. 73, 4th Main Road, Srinivasa Nagara, Bengaluru City, Karnaka, 560050",12.5635,77.3345
V V Puram,2015,Assault,27/02/2015,11:30,"Siddeshwara Store No:49, 4th Cross, Hanumantha Nagara, Bengaluru City",12.5636,77.3342
V V Puram,2015,Assault,02/05/2015,20:45,"Near 4th Cross, 11th Main Junction, Hanumantha Nagara, Bengaluru City",12.5636,77.3335
V V Puram,2015,Assault,20/11/2015,13:30,"No. 33/1, Pipeline Road,, Maruthi Circle, Hanumantha Nagara, Bengaluru City,",12.5636,77.333
V V Puram,2016,Assault,21/03/2016,13:50,"Near Sanjeevini Farma Medical Store, Mount Joy Circle, Hanumanthan Nagara,Bengaluru City",12.5636,77.3358
Jayanagar,2016,2 wheeler theft,14/12/2016,10:30:00 AM,"Infront of No.1290, 3rd Cross, 17th Main, Muneshwara Block, Bengaluru City,
Karnaka, 560026",12.563609,77.325462
Thalaghtappura,2016,Assault,30/11/2016,20:30:00,"Looks Mens Wear Shop, No.03, 17th Main, 50 Ft. Road, Muneshwara Block,
Bengaluru City, Karnaka, 560026",12.563609,77.325462
K S Layout,2015,Ordinary Theft,11/3/2015,,"Triity hospital, signal, Basavanagudi",12.563693,77.344746
Jayanagar,2015,2 wheeler theft,23/03/2015,6:30:00 PM,"Infront of No.1287, 14th Cross, Girinagar 2nd Stage, Bengaluru City, Karnaka,
560085",12.563783,77.322053
Banashankari,2015,Attempted Murder,25/03/2015,18:00,"Near 6th Cross,Avalahalli Main Road, Srinagar, Bengaluru-50",12.5638,77.3316
V V Puram,2015,Assault,16/04/2015,12:00,"Near Ramanjeneya gudda Park, Hanumanthanagar, Bengaluru.",12.564,77.3347
V V Puram,2016,Assault,23/02/2016,12:40,"Near Jalageramma Temple, Avalahalli Main Road, Srinagara Bengaluru",12.564,77.3307
V V Puram,2016,Assault,13/03/2016,13:00,"Infront of Ganesh Fruit Juice shop, 50 Feet Road, Hanumantha Nagara, Bengaluru",12.564,77.334
Banashankari,2015,Murder,3/15/2015,22:00,"IN FORNT OF KAMALA NURSING HOME, HANUMANTHNAGAR, Bengaluru City",12.564056,77.333036
Banashankari,2017,Attempted Murder,1/5/2017,21:30,"Ganaphi Tempel, T.R Shamanna Nagara, Srinagar. Bengaluru 50",12.5641,77.3316
V V Puram,2015,Assault,23/08/2015,22:30,"No:1190, 18th Main, Near Jalageramma Temple, Avalahalli Main Road Srinagara",12.5641,77.3301
Banashankari,2015,Chain Snatching,9/21/2015,12:30,"BANDIMAHAKALAMMA TEMPLE NEAR, KALAPPA BLOCK, PIPE LINE,SRINAGAR, Bengaluru City, Karnaka, 560050",12.564184,77.33259
V V Puram,2015,Assault,15/08/2015,8:15,"No.32/15, 4th Main Road, Raghavendra Block, Srinagara, Bengaluru City",12.5642,77.3314
V V Puram,2016,Assault,02/09/2016,15:00,"Akkamahadevi Road, Gavipuram Extn., Bengaluru City",12.5642,77.3351
K S Layout,2015,Ordinary Theft,14/05/2015,,"Krishna road, Basvanagudi",12.564231,77.343092
K S Layout,2015,Ordinary Theft,21/05/2015,,"Madhvana rao circle, SRS petrol bunk, Basavanagudi",12.564231,77.343093
Banashankari,2018,Attempted Murder,14/07/2018,23:40,"Infront of House No. 189, 14th A Main Road,Hanumantha Nagara, Bengluru 19",12.5643,77.3331
V V Puram,2015,Assault,02/07/2015,10:30,"Near 12th Main,, Raghavendra Block, Srinagar, Bengaluru City,",12.5643,77.3308
V V Puram,2015,Assault,04/10/2015,10:45,"Near Shamanna nagara qwras, , Bengaluru City,",12.5643,77.334
K S Layout,2015,Ordinary Theft,15/01/2015,,"Gandhi Bazar main, Basavanagudi",12.564374,77.341661
Basavanagudi,2018,Robbery,11/18/2018,10:20,"INFRONT OF COFFE DAY, 17TH MAIN, MUNESHWARA BLOCK, Bengaluru
City, Karnaka, 560050",12.5644,77.3255
V V Puram,2015,Assault,19/05/2015,23:10,"Near Yoganjaneya Temple, Gavipuram, Bengaluru City",12.5644,77.3333
V V Puram,2015,Assault,20/05/2015,16:00,"Near Yoganjaneya Swamy Tempel China Mangala Road, Hanumanthanagar, Bengaluru",12.5644,77.3334
V V Puram,2016,Assault,09/05/2016,13:44,"No-63, 10th Main Road, TR Shamanna Nagara, Srinagara, Bengaluru City,",12.5644,77.3318
Banashankari,2015,Chain Snatching,1/6/2015,15:30,"5th Main 11th CRoss Basappa Layout, Hanumantha Nagara, Bengaluru City,",12.564415,77.333533
K S Layout,2015,Ordinary Theft,18/06/2015,,"Gandhi Bazar main, Basavanagudi",12.564505,77.341432
K S Layout,2015,Ordinary Theft,5/10/2015,,"BMTC bus stop, Basavanagudi",12.564527,77.341371
K S Layout,2016,Ordinary Theft,15/11/2016,,"Bull temple road, Basavanagudi",12.564527,77.341371
K S Layout,2015,Ordinary Theft,31/05/2015,,"Gandhi Bazar main, Basavanagudi",12.564547,77.341371
K G Nagar,2017,Ordinary Theft,28/09/2017,,"N R colony,Basavanagudi",12.564568,77.340948
K G Nagar,2018,Ordinary Theft,31/12/2018,,"E street, Basavanagudi",12.564568,77.340948
K S Layout,2017,Ordinary Theft,12/4/2017,,"Gandhi Bazar circle, Basavanagudi",12.564568,77.340948
K S Layout,2017,Ordinary Theft,16/06/2017,,"Gandhi Bazar circle, Basavanagudi",12.564568,77.340948
Thalaghtappura,2016,Assault,27/11/2016,9:15:00,"INFRONT OF GARAGE, 19TH MAIN, 7TH CROSS, MUNESHWAR BLOCK,
Bengaluru City, Karnaka, 560026",12.56458,77.94586
V V Puram,2016,Assault,03/01/2016,18:15,"No. 193, Allamma Prabhu Road, Gavipuram, Bengaluru City,",12.5646,77.3333
V V Puram,2016,Assault,04/01/2016,12:00,"No. 193, Allamma Prabhu Road,, Gavipuram West, Hanumantha Nagara, Bengaluru City",12.5646,77.3333
V V Puram,2016,Assault,12/01/2016,12:00,"Near Hair Saloon Shop, 11th 'A' Main Road, Kallappa Block, Srinagara, Bengaluru",12.5646,77.3314
K S Layout,2015,Ordinary Theft,17/02/2015,,"Bull temple road,",12.564676,77.34493
V V Puram,2015,Assault,22/09/2015,12:00,"Near Yoganjaneya Swamy Temple, Gavipuram, Bengaluru City",12.5647,77.3335
V V Puram,2016,Assault,13/08/2016,21:00,"Infront Of House No 02/A, 06th Main,, Near Maddauramma Temple Sri Nagar, Bengaluru City",12.5647,77.3319
Banashankari,2015,Attempted Murder,2/6/2015,21:00,"Near M.S Bar,Avalahalli Main Road, Srinagar, Bengaluru-50",12.5648,77.3348
V V Puram,2015,Assault,28/05/2015,15:00,"Near M.S Bar, Avalahalli Main Road, Srinagar, Bengaluru City",12.5648,77.3238
K S Layout,2015,Ordinary Theft,16/06/2015,,"Vijay bank, Gandhi Bazar main, Basavanagudi",12.564897,77.34936
K S Layout,2015,Ordinary Theft,30/10/2015,,"Gandhi Bazar main, Basavanagudi",12.564897,77.34936
K S Layout,2016,Ordinary Theft,19/11/2016,,"Ramakrishna Ashram circle, Basavanagudi",12.564897,77.34936
Banashankari,2019,Attempted Murder,4/4/2019,21:15,"No 54, 12th Main, 05th Cross, Ragavendra Block, Sri Nagar, Bengaluru 560050",12.5649,77.3492
V V Puram,2016,Assault,21/02/2016,15:00,"Inside of Ge No-541, 2nd Main, Srinagar, Bengaluru City, Karnaka",12.5649,77.3312
Banashankari,2015,Attempted Murder,28/04/2015,2:30,"Near 4th Main,4th Cross, Brundavana Nagara, Bengaluru-50",12.565,77.3633
V V Puram,2015,Assault,14/01/2015,22:00,"Near Somu Store, Srinagara, Bengaluru",12.565,77.3306
Banashankari,2016,Attempted Murder,18/07/2016,12:15,"No. 536, 5th Cross, 5th Main Road, Godhavari Nadi Road,Brundhavana Nagara, Srinagara, Bengaluru-50",12.5653,77.3319
K S Layout,2015,Ordinary Theft,27/01/2015,,"Vani Vilas road, Lalbhag west ge",12.565316,77.343807
V V Puram,2016,Assault,15/11/2016,15:00,"Near 8th Cross, Narmada Nadi Road, Brundavana Nagara, Srinagar, Bengaluru",12.565379,77.331753
Banashankari,2019,Attempted Murder,31/12/2019,12:15,"Near Kalidasa Circle, Srinagar, Bengaluru. 560050",12.5654,77.3309
V V Puram,2015,Assault,08/09/2015,16:00,"No. 70, 4th Cross Road, Kalidasa Layout, Srinagara, Bengaluru City",12.5654,77.3305
V V Puram,2016,Assault,06/08/2016,18:30,"Near Wer Tank 1st Cross, Kalidasa Layout Srinagara, Bengaluru City",12.5654,77.3305
Jayanagar,2017,2 wheeler theft,12/6/2017,12:45:00 PM,"Bandemahakali temple Opp, KG Nagar, Bangalore.",12.5655,77.3328
Banashankari,2017,Attempted Murder,6/7/2017,11:15,"No. 220, 9th Main Road, Venkaramana Temple Road, Near Srinagar Bus Stand, Srinagara. Bengaluru 50",12.5658,77.334
K S Layout,2015,Ordinary Theft,04/04/2015,14:15,"shri shaneswara teample ground, bhavani nagar kgnagar b-19",12.565868,77.333824
Banashankari,2019,Attempted Murder,30/04/2019,12:30,"Sindhu River Road, Brundhavana Nagara, Bengaluru 560050",12.5668,77.3323
Girinagar,2018,2 wheeler theft,8/12/2018,,"Opp House No.54/1 Sannidhi Road, Near APS College, Basavanagudi Bengaluru City Karnaka 56000",12.56713,77.363415
Jayanagar,2017,2 wheeler theft,21/04/2017,9:30:00 AM,"INFRONT OF HOUSE NO1486, 17TH MAIN ROAD, 3RD CROSS, MUNESHWAR
BLOCK, Bengaluru City, Karnaka, 560026",12.56897,77.564879
K S Layout,2015,Ordinary Theft,12/2/2015,,"K R road, Basvanagudi",12.56954,77.342605
V V Puram,2015,Assault,21/06/2015,23:30,"No:674, 5th Main, Sanchihonnamma Road,, Hanumantha Nagara Pipe Line, Srinagara, Bengaluru City,",12.57,77.3311
Siddapura,2015,Rape,1/28/2015,,"No:1049/1, 13th Main Shhavahana Road, Srinagara, Bengaluru City, Karnaka,",12.57023,77.331323
Basavanagudi,2019,Robbery,12/9/2019,16:00,"Rangarao Circle, Shankara Parkm, House no-65 opp. Shankarapura, B'lore-04",12.57118,77.34096
Girinagar,2018,2 wheeler theft,20/12/2018,,Raghavendrswami Mt Gandhibazar Main Road Basavanagudi Bengaluru City Karnaka 56000,12.573426,77.364512
K S Layout,2015,Ordinary Theft,17/03/2015,,"Gandhi Bazar main, Basavanagudi",12.57358,77.302982
K S Layout,2015,Ordinary Theft,28/03/2015,,"K R road, Basvanagudi",12.57358,77.302983
K S Layout,2015,Ordinary Theft,1/5/2015,,"Nettakallappa circle, Basavanagudi",12.57358,77.302984
Girinagar,2019,2 wheeler theft,26/06/2019,,"H.B Samaja Road, Opp Mha Enterprises, Basavanagudi Bengaluru City Karnaka 56000",12.58201,77.345031
Girinagar,2018,2 wheeler theft,17/09/2018,,"Opp Anha Shishu Nivasa, Bull Temple Road, Basavanagudi Bengaluru City Karnaka 560004",12.582079,77.345031
Girinagar,2019,2 wheeler theft,13/07/2019,,"Lalbagha Metro Stion, Basavanagudi, Bengaluru",12.582079,77.345314
Girinagar,2018,2 wheeler theft,27/09/2018,,"Opp, House No.81, Vijayalakshmi Nilaya, Model House Street, Basavanagudi Bengaluru City Karnaka 56000",12.58207912,77.34503148
C K Achuktu,2015,2 wheeler theft,8/2/2015,7:40:00 PM,"Opp to Raymond Show Room, 11th Main,4th block Jayanagara",12.582316,77.362914
